"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"PC 36:2",0.022345,-0.10648,0.073995,-0.034304,0.023527,0.048583,-0.04979,0.027525
"PC 36:3 Isomer B",0.0096502,-0.028262,0.0525,-0.059992,0.033025,0.037615,-0.015754,0.0081192
"PC 36:4 Isomer A",-0.0070595,-0.025868,0.002936,-0.018891,0.05835,0.046187,-0.10778,0.059536
"PC 36:4 Isomer B",0.0089012,-0.016018,0.031828,-0.074537,0.10066,0.011027,-0.07931,0.031691
"PC 36:4 Isomer C",0.0055189,-0.045111,0.052291,-0.10124,0.1204,0.0026518,-0.062437,0.038103
"PC 36:5 Isomer D",0.038077,0.023763,0.076688,-0.039024,-0.0016944,-0.068931,-0.029027,0.0078328
"PC 37:3",0.0052011,-0.04905,0.024829,-0.018519,0.065374,-0.019383,0.0068993,-0.016347
"PC 37:4",-0.0022601,-0.016705,0.033664,-0.084041,0.11794,0.02083,-0.051403,0.017183
"PC 38:1",-0.0012074,-0.11789,0.094751,-0.030234,-0.020928,0.018983,-0.02533,0.006424
"PC 38:2",-0.0032009,-0.048269,0.036397,-0.012267,0.030042,0.0055902,-0.031427,0.025503
"PC 38:3",-0.0072719,-0.029023,-0.032138,-0.0092943,0.039506,-0.031199,0.037523,-0.024164
"PC 38:4 Isomer B",-0.00085125,-0.02079,-0.0038804,-0.077814,0.084912,0.0074821,-0.068639,-0.0011088
"PC 38:4 Isomer C",0.009248,-0.012018,0.016362,-0.07717,0.12184,0.0070209,-0.090217,0.031181
"PC 38:5 Isomer A",-0.00085338,0.0066125,0.036416,-0.10713,0.12712,0.0032201,-0.072509,0.03661
"PC 38:5 Isomer B",0.030553,-0.020973,0.050339,-0.083047,0.052494,-0.063492,-0.026463,0.026219
"PC 38:6 Isomer A",-0.013003,0.037311,-0.0025416,-0.03624,0.10276,-0.013894,-0.087414,0.04912
"PC 40:1",0.012402,-0.090555,0.085331,-0.022204,-0.037004,0.035147,-0.032539,0.025269
"PC 40:4",-0.02545,-0.076161,0.014304,-0.056158,0.10395,-0.0078601,-0.017895,0.012766
"PC 40:5 Isomer A",0.0041801,0.00071506,0.019431,-0.066293,0.091221,-0.0061767,-0.049584,0.0071801
"PC 40:5 Isomer B",-0.015893,-0.067139,0.028318,-0.069615,0.10293,-0.03716,0.013332,-0.00086274
"PC 40:6 Isomer B",0.022279,0.027347,0.036561,-0.12469,0.063462,-0.078439,0.030756,0.031391
"PC 40:7 Isomer B",0.011064,0.075816,0.027385,-0.11993,0.061917,-0.066255,0.035204,0.069467
"PC 42:2",0.013803,-0.021253,0.083249,-0.089255,0.0088077,-0.040498,-0.049595,0.017955
"PC O-18:0_16:0",-0.0091625,-0.066487,0.044308,0.031378,-0.01674,0.021244,-0.002931,-0.01381
"PC O-30:0",-0.0032024,-0.070229,0.064711,-0.023007,-0.048825,0.027024,0.059173,-0.01418
"PC O-30:1",-0.050263,0.01731,0.033118,0.009343,-0.018207,-0.024132,-0.0088395,0.022181
"PC O-31:7",-0.030993,-0.19568,0.12568,0.17054,-0.086672,-0.08096,-0.058982,-0.0089448
"PC O-32:0",-0.017756,-0.10188,0.073239,-0.040338,-0.026606,0.06137,-0.01782,0.024441
