"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"PC 40:6 Isomer B",-0.017217,0.054392,0.0055047,-0.085642,0.13605,-0.12917,0.032369,-0.045612
"PC 40:7 Isomer B",-0.020713,0.063325,0.036088,-0.080125,0.12319,-0.13141,0.0060174,0.059963
"PC 42:2",0.017044,0.041571,0.01494,-0.032503,-0.03266,-0.0098921,0.038038,-0.034143
"PC O-18:0_16:0",-0.012623,-0.0027854,0.010881,0.045052,-0.060258,0.018744,0.027335,0.01839
"PC O-30:0",-0.055714,0.056522,0.012717,0.000086458,-0.013569,0.03421,-0.044422,-0.0095735
"PC O-30:1",-0.0094338,0.00082701,0.038041,0.014112,-0.012504,0.010359,0.017437,-0.07078
"PC O-31:7",-0.007535,-0.013767,0.016919,0.19024,-0.12802,-0.015279,-0.032963,-0.061251
"PC O-32:0",-0.086451,0.062769,-0.015084,0.019672,-0.025909,0.0022728,-0.021358,0.030704
"PC O-32:1",-0.069575,0.051161,0.0084318,0.021933,-0.05471,0.017539,0.024918,-0.025319
"PC O-33:0",-0.061706,0.036572,-0.037888,0.042376,-0.026747,-0.018408,-0.021852,0.020957
"PC O-34:0",-0.083347,0.049064,-0.01262,0.029422,-0.050883,0.017343,0.024663,0.02203
"PC O-36:1",-0.059754,0.049586,-0.040204,0.041152,-0.073029,-0.00087475,0.020235,-0.02378
"PC O-37:0",-0.097433,0.042929,-0.013776,0.032548,-0.025517,0.015206,0.0028274,-0.0077884
"PC O-40:2 or PC 40:2e",0.01593,0.065646,-0.0068522,0.040552,-0.054244,-0.040876,0.0086448,0.050749
"PC O-42:2 or PC 42:2e",0.026816,0.061536,-0.020745,0.030425,-0.051418,0.018862,0.026614,0.03727
"PC P-34:0 or PC O-34:1",-0.023274,0.050589,0.018814,-0.011956,-0.055712,-0.00090026,0.0071929,0.055478
"PC P-34:1 or PC O-34:2",-0.070003,0.067308,0.017804,-0.03892,-0.011665,0.0318,0.082823,-0.049815
"PC P-34:1 or PC O-34:2 Isomer A",-0.027404,0.027739,0.014862,0.014629,0.0078508,0.032851,0.11347,-0.011362
"PC P-34:2 or PC O-34:3",-0.077867,0.067101,0.035296,-0.081309,0.019832,-0.016295,0.04342,-0.0256
"PC P-36:1 or PC O-36:2 A",-0.051555,0.091438,-0.0059214,0.000089057,-0.031249,-0.007156,0.044531,0.0016482
"PC P-36:1 or PC O-36:2 B",-0.036997,0.02301,0.0074041,-0.00466,-0.067211,-0.0098295,0.074069,-0.10062
"PC P-36:2 or PC O-36:3",-0.040885,0.057142,0.026683,-0.046765,-0.009093,-0.0046644,0.063251,-0.058612
"PC P-36:3 or PC O-36:4",0.017919,0.040991,0.062983,-0.10484,0.020156,-0.014549,0.065679,-0.09201
"PC P-36:4 or PC O-36:5",-0.039459,0.061762,0.066872,-0.10695,0.052772,-0.073649,0.037565,-0.08759
"PC P-38:3 or PC O-38:4 Isomer B",-0.060292,0.08343,0.0043634,-0.061988,0.056235,-0.068651,0.072895,-0.056746
"PC P-38:4 or PC O-38:5 Isomer A",-0.048723,0.099373,0.056077,-0.12167,0.07877,-0.072118,0.035856,-0.012153
"PC P-40:4 or PC O-40:5",-0.018747,0.083861,0.031886,-0.064092,0.06818,-0.086544,0.026558,-0.031416
"PC P-40:5 or PC O-40:6",0.053126,0.019526,0.013666,-0.043142,0.004733,-0.088328,0.068687,-0.039752
