"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"PC O-40:2 or PC 40:2e",0.044446,-0.029103,0.027225,0.041336,-0.087989,-0.047551,0.070867,-0.00030207
"PC O-42:2 or PC 42:2e",0.039784,-0.020067,0.090381,0.0018062,0.0069269,-0.053371,0.019683,0.028593
"PC P-34:0 or PC O-34:1",0.018649,-0.021554,0.022768,0.01832,-0.07515,0.019087,0.038647,0.076511
"PC P-34:1 or PC O-34:2",-0.028751,-0.023306,0.13841,-0.07412,-0.0027111,0.016369,0.049948,0.018725
"PC P-34:1 or PC O-34:2 Isomer A",-0.0056286,-0.021902,0.048994,-0.0089709,-0.039899,0.0027454,0.006136,0.017061
"PC P-34:2 or PC O-34:3",-0.052025,-0.027579,0.12321,-0.078289,0.0053749,-0.0019915,-0.020315,-0.0021977
"PC P-36:1 or PC O-36:2 A",0.011958,-0.037502,0.12912,-0.058423,-0.071271,-0.011571,0.06143,0.022327
"PC P-36:1 or PC O-36:2 B",-0.0024157,-0.023177,0.092804,-0.045677,-0.057133,0.020981,-0.015909,-0.0066429
"PC P-36:2 or PC O-36:3",-0.019289,-0.044193,0.11549,-0.059165,-0.015777,-0.011164,0.030631,0.015958
"PC P-36:3 or PC O-36:4",-0.070386,0.0041775,0.097598,-0.093848,0.077737,-0.040625,0.049425,-0.025645
"PC P-36:4 or PC O-36:5",-0.085923,-0.028493,0.093506,-0.12036,0.077244,-0.018978,0.010935,-0.04086
"PC P-38:3 or PC O-38:4 Isomer B",-0.070525,0.019162,0.10854,-0.10987,0.079348,-0.039957,0.037033,-0.043717
"PC P-38:4 or PC O-38:5 Isomer A",-0.085481,0.013179,0.08881,-0.092284,0.061958,-0.075548,0.067372,-0.028098
